Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,TIME_DETAIL,Value
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.7
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.79
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.78
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.78
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.83
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.9
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.86
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.89
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.87
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.9
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH12,,ISCED11_3,PT,2019-2020,0.93
2008,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,0.73
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,0.8
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,0.83
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,0.8
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,0.87
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,0.94
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,1.0
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,1.04
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,0.96
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,1.04
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,1.14
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH18,,ISCED11_3,PT,2019-2020,1.21
2008,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,0.62
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,0.76
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,0.86
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,0.85
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,0.91
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,1.04
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,1.0
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,1.0
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,1.13
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,1.14
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,1.15
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH13,,ISCED11_3,PT,2019-2020,1.25
2008,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,0.77
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,0.88
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,0.75
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,0.82
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,0.87
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,0.88
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,1.0
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,1.02
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,1.13
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,1.22
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,1.31
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH14,,ISCED11_3,PT,2019-2020,1.38
2008,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,0.65
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,0.64
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,0.87
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,1.01
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,1.04
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,1.09
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,1.1
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,1.12
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,1.16
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,1.15
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,1.24
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH15,,ISCED11_3,PT,2019-2020,1.31
2008,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.85
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.89
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.58
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.72
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.74
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.81
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.9
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.96
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.98
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.98
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.94
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH16,,ISCED11_3,PT,2019-2020,0.97
2008,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,0.72
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,0.81
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,0.89
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,1.02
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,1.06
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,1.12
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,1.2
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,1.32
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,1.33
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,1.39
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,1.34
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH17,,ISCED11_3,PT,2019-2020,1.49
2008,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,0.67
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,0.65
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,0.71
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,0.87
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,0.79
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,0.95
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,1.1
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,0.94
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,0.95
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,0.99
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,1.03
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH19,,ISCED11_3,PT,2019-2020,1.12
2008,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,0.58
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,0.71
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,0.59
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,0.75
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,0.83
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,0.84
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,0.9
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,0.96
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,1.03
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,1.13
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,1.21
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH20,,ISCED11_3,PT,2019-2020,1.32
2008,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,0.59
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,0.76
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,0.71
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,0.82
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,0.87
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,0.91
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,1.0
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,1.0
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,1.1
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,1.16
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,1.22
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH21,,ISCED11_3,PT,2019-2020,1.32
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH25,,ISCED11_3,PT,2019-2020,1.1
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH25,,ISCED11_3,PT,2019-2020,1.2
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH25,,ISCED11_3,PT,2019-2020,1.29
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH25,,ISCED11_3,PT,2019-2020,1.35
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH25,,ISCED11_3,PT,2019-2020,1.34
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_040502_01,KH25,,ISCED11_3,PT,2019-2020,1.51
