Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,Income or wealth quantile,UNIT_MEASURE,Time period details,Value
2000,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Otdar Meanchey and Siem Reap,,under 1 month old,,,Per 100 live births,2000,44.6
2005,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Kampot and Kep,,under 1 month old,,,Per 100 live births,2014,37.0
2010,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Kampot and Kep,,under 1 month old,,,Per 100 live births,2014,44.0
2014,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Kampot and Kep,,under 1 month old,,,Per 100 live births,2014,20.0
2005,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Koh Kong and Preah Sihanouk,,under 1 month old,,,Per 100 live births,2014,37.0
2010,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Koh Kong and Preah Sihanouk,,under 1 month old,,,Per 100 live births,2014,20.0
2014,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Koh Kong and Preah Sihanouk,,under 1 month old,,,Per 100 live births,2014,20.0
2005,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Preah Vihear and Stung Treng,,under 1 month old,,,Per 100 live births,2014,34.0
2010,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Preah Vihear and Stung Treng,,under 1 month old,,,Per 100 live births,2014,29.0
2014,Normal value,Units,Country Data,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",Annual,National,3.3.2 Neonatal mortality rate,Preah Vihear and Stung Treng,,under 1 month old,,,Per 100 live births,2014,25.0
